245	孙礼	南皮	男	180	250	81
246	太史慈	北海	男	166	209	93
247	带来洞主	云南	男	195	249	53
248	戴陵	云南	男	199	258	75
249	朵思大王	云南	男	186	225	59
250	谭雄	武陵	男	188	221	73
251	张允	襄阳	男	163	208	67
252	赵云	江陵	男	168	229	96
253	张卫	汉中	男	172	215	66
254	张英	建业	男	154	195	74
255	张燕	濮阳	男	153	210	81
256	张横	天水	男	178	211	70
257	张温	建业	男	193	231	10
258	张闿	小沛	男	155	202	66
259	张角	平原	男	140	184	25
260	张既	洛阳	男	170	223	35
261	张嶷	成都	男	190	254	72
262	张勋	宛	男	156	206	68
263	张纮	建业	男	153	212	22
264	张郃	宛	男	167	231	89
265	赵弘	濮阳	男	156	184	72
266	张济	天水	男	144	196	66
267	张绣	天水	男	154	207	73
268	张昭	建业	男	156	236	3
269	张松	成都	男	170	212	6
270	张任	成都	男	169	214	84
271	张悌	襄阳	男	236	280	43
272	张邈	濮阳	男	155	195	53
273	赵范	桂阳	男	168	218	21
274	张飞	江陵	男	167	221	98
275	张苞	江陵	男	198	229	87
276	张宝	濮阳	男	148	184	71
277	张曼成	宛	男	143	184	81
278	张杨	晋阳	男	151	195	70
279	张翼	成都	男	188	264	74
280	张辽	洛阳	男	169	222	92
281	张梁	许昌	男	153	184	80
282	赵累	江陵	男	183	219	43
283	张鲁	汉中	男	163	237	26
284	陈横	建业	男	161	195	63
285	陈应	桂阳	男	172	208	72
286	陈纪	柴桑	男	165	198	65
287	陈宫	陈留	男	154	198	55
288	陈矫	小沛	男	175	237	27
289	陈群	陈留	男	167	235	14
290	陈珪	下邳	男	132	206	4
291	陈式	成都	男	191	230	71
292	陈震	零陵	男	170	235	46
293	陈泰	许昌	男	210	260	77
294	陈登	下邳	男	169	207	64
295	陈到	武陵	男	171	237	71
296	陈武	庐江	男	176	215	87
297	陈兰	汝南	男	157	204	69
298	陈琳	邺	男	160	217	9
299	程昱	濮阳	男	141	220	49
300	程远志	南皮	男	145	184	74
301	程银	长安	男	169	211	73
302	丁原	晋阳	男	137	190	76
303	程普	柴桑	男	151	216	79
304	丁奉	庐江	男	190	271	80
305	典韦	陈留	男	160	197	95
306	田楷	北平	男	154	199	65
307	田畴	蓟	男	169	214	66
308	田丰	邺	男	162	200	29
309	田豫	北平	男	171	252	72
310	董允	江州	男	192	246	28
311	董和	江州	男	168	219	34
312	邓艾	新野	男	197	264	87
313	陶谦	小沛	男	132	194	27
314	邓贤	成都	男	188	248	73
315	邓芝	梓潼	男	182	251	52
316	董袭	庐江	男	169	215	85
317	董承	邺	男	154	200	53
318	董昭	许昌	男	156	236	25
319	董卓	洛阳	男	139	192	87
320	董荼那	云南	男	189	225	73
321	董旻	天水	男	149	192	60
322	邓茂	南皮	男	147	184	75
323	杜畿	洛阳	男	163	224	32
324	杜预	长安	男	222	284	30
325	裴元绍	平原	男	169	200	65
326	马玩	长安	男	170	211	74
327	马休	西凉	男	178	211	73
328	波才	许昌	男	145	184	74
329	马遵	天水	男	196	260	52
330	马谡	江陵	男	190	228	67
331	马岱	长安	男	183	246	85
332	马忠	梓潼	男	187	249	72
333	马超	长安	男	176	226	97
334	马铁	西凉	男	179	211	62
335	马腾	西凉	男	149	211	80
336	马良	江夏	男	187	222	23
337	潘浚	武陵	男	174	239	18
338	潘璋	庐江	男	177	222	80
339	樊稠	天水	男	149	192	73
340	樊能	会稽	男	158	195	61
341	潘凤	邺	男	155	190	77
342	费祎	江州	男	193	253	30
343	卑衍	襄平	男	196	238	66
344	费诗	成都	男	176	240	28
345	糜竺	桂阳	男	165	220	29
346	糜芳	长沙	男	169	222	61
347	费耀	天水	男	192	228	66
348	武安国	北海	男	156	190	83
349	冯习	江陵	男	182	222	71
350	傅士仁	长沙	男	182	222	63
351	傅佥	新野	男	216	263	85
352	傅巽	襄阳	男	162	230	13
353	文鸯	陈留	男	222	285	91
354	文钦	陈留	男	200	258	83
355	文丑	南皮	男	161	200	93
356	文聘	襄阳	男	178	237	82
357	卞喜	小沛	男	169	200	70
358	忙牙长	云南	男	191	225	79
359	逢纪	南皮	男	153	202	21
360	庞义	梓潼	男	153	218	38
361	法正	江州	男	176	220	47
362	庞统	江陵	男	178	213	34
363	庞德	长安	男	170	219	94
364	鲍隆	桂阳	男	174	208	76
365	穆顺	晋阳	男	157	190	77
366	木鹿大王	云南	男	184	225	71
367	步骘	柴桑	男	177	247	51
368	满宠	濮阳	男	170	242	64
369	毛玠	濮阳	男	161	216	39
370	孟获	云南	男	186	245	87
371	孟达	江州	男	172	228	73
372	孟优	云南	男	190	251	68
373	俞涉	宛	男	158	190	79
374	杨怀	梓潼	男	167	212	68
375	雍闿	江州	男	188	225	75
376	杨仪	零陵	男	190	235	40
377	羊祜	濮阳	男	221	278	64
378	杨弘	宛	男	152	199	15
379	杨昂	汉中	男	172	215	72
380	杨丑	晋阳	男	159	199	65
381	杨修	下邳	男	175	219	4
382	杨秋	西凉	男	172	238	64
383	杨松	汉中	男	167	215	5
384	杨任	汉中	男	170	215	78
385	杨祚	襄平	男	202	256	61
386	杨柏	汉中	男	171	214	45
387	杨阜	天水	男	178	239	50
388	杨奉	洛阳	男	153	197	65
389	杨锋	云南	男	191	252	62
390	雷铜	梓潼	男	172	218	78
391	雷薄	汝南	男	157	206	70
392	李异	柴桑	男	187	222	77
393	李恢	江州	男	175	231	65
394	李傕	长安	男	148	198	72
395	陆抗	吴	男	226	274	63
396	陆绩	会稽	男	187	219	7
397	陆逊	建业	男	183	245	69
398	李严	成都	男	172	234	84
399	李儒	洛阳	男	150	192	26
400	李肃	晋阳	男	156	192	69
401	李通	许昌	男	168	211	81
402	李典	许昌	男	174	216	77
403	李丰	濮阳	男	158	199	74
404	刘焉	成都	男	132	194	38
405	刘璝	成都	男	165	214	73
406	刘琦	濮阳	男	174	210	12
407	刘虞	蓟	男	145	193	33
408	刘勋	下邳	男	163	216	63
409	刘贤	零陵	男	188	252	66
410	刘循	成都	男	184	239	46
411	刘璋	成都	男	162	219	5
412	刘谌	江陵	男	238	263	62
413	刘禅	江陵	男	207	271	5
414	刘琮	濮阳	男	195	208	22
415	刘度	零陵	男	168	214	23
416	刘巴	零陵	男	186	222	22
417	刘蚣	长沙	男	168	210	76
418	刘备	平原	男	161	223	77
419	刘表	襄阳	男	142	208	31
420	刘馥	下邳	男	164	208	49
421	刘辟	宛	男	145	201	72
422	刘封	江陵	男	188	220	79
423	刘晔	许昌	男	176	235	32
424	刘繇	寿春	男	156	198	67
425	吕威璜	南皮	男	159	200	63
426	廖化	江夏	男	170	264	76
427	梁兴	云南	男	169	211	65
428	梁习	寿春	男	168	230	40
429	梁绪	天水	男	198	260	62
430	凌操	吴	男	165	203	81
431	凌统	庐江	男	189	237	89
432	吕凯	云南	男	194	227	30
433	吕虔	濮阳	男	173	238	70
434	吕旷	邺	男	162	207	70
435	吕翔	邺	男	164	207	71
436	吕岱	会稽	男	161	256	71
437	吕范	建业	男	169	228	63
438	吕布	洛阳	男	156	198	100
439	吕蒙	庐江	男	178	219	81
440	伦直	襄平	男	196	237	42
441	冷苞	成都	男	176	214	82
442	娄圭	洛阳	男	143	212	13
443	鲁肃	柴桑	男	172	217	56
444	卢植	邺	男	139	192	63
801	王异	天水	女	171	230	51
802	王元姬	下邳	女	217	268	37
803	郭氏	平原	女	184	235	4
804	夏侯氏	陈留	女	188	243	13
805	夏侯令女	陈留	女	207	257	53
806	何氏	洛阳	女	150	189	34
807	关银屏	江夏	女	204	271	78
808	甘氏	小沛	女	175	210	3
809	黄月英	江陵	女	186	235	31
810	蔡琰	洛阳	女	168	224	11
811	蔡氏	襄阳	女	159	208	7
812	小乔	建业	女	178	210	12
813	徐氏	建业	女	183	232	16
814	辛宪英	邺	女	191	269	28
815	甄氏	邺	女	182	221	4
816	邹氏	天水	女	165	197	6
817	曹节		女	190	260	2
818	孙氏	建业	女	188	250	22
819	孙尚香	江陵	女	193	222	86
820	孙鲁育		女	204	250	8
821	孙鲁班	建业	女	202	250	58
822	大乔	建业	女	177	210	11
823	张氏		女	207	237	61
824	张春华	陈留	女	189	234	49
825	貂蝉	洛阳	女	176	198	26
826	樊氏	桂阳	女	176	215	22
827	糜氏	下邳	女	176	208	6
828	卞氏	许昌	女	160	230	24
829	步练师		女	185	238	10
830	刘氏	洛阳	女	164	205	8
